state,city,place,vibe_all,total_estimated_cost_per_person_per_day,group_suitability_score,rating,distance_from_major_city,ideal_stay_duration_days,recommended_for_groups,famous_food,best_season,popularity_score,activities,why_recommended
Assam,Hailakandi City,Lala Wildlife,"local, scenic",3608,60.0,3.9,38,2.0,Yes,Local cuisine popular in Hailakandi City,Oct-Mar,62,"Sightseeing, Photography, Nature Walk",Popular attraction in Hailakandi
Assam,Dima Hasao City,Haflong Lake,"forest, local, wildlife",3212,88.0,4.0,37,2.0,Yes,Local cuisine popular in Dima Hasao City,Year-round,56,"Sightseeing, Photography, Nature Walk",Popular attraction in Dima Hasao
Assam,Dima Hasao City,Jatinga Bird Point,"forest, local, nature",3417,71.0,4.7,73,2.0,Yes,Local cuisine popular in Dima Hasao City,Nov-Feb,61,"Sightseeing, Photography, Nature Walk",Popular attraction in Dima Hasao
Assam,Dima Hasao City,Maibang Heritage,"forest, local, wildlife",2687,93.0,4.3,50,2.0,Yes,Local cuisine popular in Dima Hasao City,Year-round,59,"Sightseeing, Photography, Nature Walk",Popular attraction in Dima Hasao
Assam,Bongaigaon City,Koya Kujia,"forest, local, spiritual",3844,75.0,4.4,51,1.0,Yes,Local cuisine popular in Bongaigaon City,Year-round,54,"Sightseeing, Photography, Nature Walk",Popular attraction in Bongaigaon
Assam,Bongaigaon City,Bongaigaon Eco Park,"cultural, forest, local",1634,59.0,4.9,6,1.0,Yes,Local cuisine popular in Bongaigaon City,Year-round,52,"Sightseeing, Photography, Nature Walk",Popular attraction in Bongaigaon
Assam,Bongaigaon City,Jogighopa Port,"local, riverfront, wildlife",3989,98.0,4.2,9,3.0,No,Local cuisine popular in Bongaigaon City,Year-round,86,"Sightseeing, Photography, Nature Walk",Popular attraction in Bongaigaon
Assam,Kokrajhar City,Chakrashila WLS,"cultural, forest, local",3466,96.0,4.4,47,2.0,Yes,Local cuisine popular in Kokrajhar City,Year-round,53,"Sightseeing, Photography, Nature Walk",Popular attraction in Kokrajhar
Assam,Kokrajhar City,Bhairabkunda,"cultural, heritage, local",1123,54.0,4.2,21,2.0,Yes,Local cuisine popular in Kokrajhar City,Year-round,96,"Sightseeing, Photography, Nature Walk",Popular attraction in Kokrajhar
Assam,Kokrajhar City,Kokrajhar Town Park,"local, riverfront, scenic",3385,51.0,4.4,34,3.0,Yes,Local cuisine popular in Kokrajhar City,Year-round,58,"Sightseeing, Photography, Nature Walk",Popular attraction in Kokrajhar
Assam,Guwahati City,Guwahati Local Spot 4,"local, nature, riverfront",1893,61.0,4.4,57,3.0,Yes,Local cuisine popular in Guwahati City,Oct-Mar,68,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 5,"cultural, local, riverfront",1111,68.0,4.5,14,2.0,Yes,Local cuisine popular in Guwahati City,Nov-Feb,48,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 6,"heritage, local, spiritual",3121,52.0,3.9,72,3.0,Yes,Local cuisine popular in Guwahati City,Oct-Mar,68,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 7,"cultural, heritage, local",2903,97.0,4.8,29,3.0,Yes,Local cuisine popular in Guwahati City,Year-round,45,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 8,"cultural, local",3074,85.0,4.4,29,1.0,Yes,Local cuisine popular in Guwahati City,Nov-Feb,83,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 9,"local, riverfront, spiritual",2837,99.0,4.9,8,2.0,No,Local cuisine popular in Guwahati City,Year-round,66,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 10,"cultural, local, riverfront",2755,79.0,3.9,55,3.0,No,Local cuisine popular in Guwahati City,Year-round,55,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 11,"local, nature, riverfront",1515,91.0,4.4,76,2.0,Yes,Local cuisine popular in Guwahati City,Nov-Feb,64,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 12,"local, nature",1493,89.0,4.8,17,2.0,Yes,Local cuisine popular in Guwahati City,Year-round,51,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 13,"local, spiritual",2325,88.0,4.6,61,3.0,Yes,Local cuisine popular in Guwahati City,Year-round,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 14,"forest, local, scenic",1003,85.0,4.6,17,1.0,Yes,Local cuisine popular in Guwahati City,Year-round,74,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 15,"forest, local, spiritual",3459,65.0,3.8,26,2.0,Yes,Local cuisine popular in Guwahati City,Oct-Mar,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 16,"cultural, local",2143,73.0,4.3,21,1.0,Yes,Local cuisine popular in Guwahati City,Nov-Feb,71,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 17,"forest, local, wildlife",1521,92.0,4.4,35,3.0,Yes,Local cuisine popular in Guwahati City,Oct-Mar,63,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Guwahati City,Guwahati Local Spot 18,"local, spiritual",3361,71.0,4.3,56,1.0,Yes,Local cuisine popular in Guwahati City,Oct-Mar,85,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 4,"cultural, local, riverfront",3650,79.0,4.2,10,2.0,No,Local cuisine popular in Kaziranga City,Nov-Feb,80,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 5,"local, scenic",2592,82.0,4.0,61,3.0,Yes,Local cuisine popular in Kaziranga City,Nov-Feb,59,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 6,"heritage, local, nature",1602,53.0,4.7,44,1.0,Yes,Local cuisine popular in Kaziranga City,Oct-Mar,41,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 7,"forest, local, scenic",3289,95.0,4.3,26,2.0,No,Local cuisine popular in Kaziranga City,Nov-Feb,65,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 8,"forest, local, scenic",2560,79.0,3.9,49,2.0,No,Local cuisine popular in Kaziranga City,Year-round,85,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 9,"local, spiritual",2890,59.0,4.0,78,2.0,Yes,Local cuisine popular in Kaziranga City,Year-round,77,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 10,"forest, local, scenic",2451,94.0,4.7,22,1.0,No,Local cuisine popular in Kaziranga City,Nov-Feb,69,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 11,"local, nature",3556,70.0,4.8,71,3.0,Yes,Local cuisine popular in Kaziranga City,Year-round,60,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 12,"heritage, local, spiritual",1818,88.0,3.9,21,3.0,Yes,Local cuisine popular in Kaziranga City,Nov-Feb,70,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 13,"local, nature, riverfront",3846,82.0,4.8,31,1.0,No,Local cuisine popular in Kaziranga City,Oct-Mar,83,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 14,"local, nature, riverfront",2851,80.0,4.3,12,2.0,Yes,Local cuisine popular in Kaziranga City,Nov-Feb,80,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 15,"cultural, local, riverfront",923,76.0,4.8,47,2.0,Yes,Local cuisine popular in Kaziranga City,Nov-Feb,85,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 16,"local, spiritual",3425,58.0,4.1,73,2.0,Yes,Local cuisine popular in Kaziranga City,Year-round,62,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 17,"local, riverfront, scenic",2024,100.0,4.8,63,2.0,Yes,Local cuisine popular in Kaziranga City,Nov-Feb,65,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Kaziranga City,Kaziranga Local Spot 18,"heritage, local, spiritual",1163,74.0,4.3,13,1.0,Yes,Local cuisine popular in Kaziranga City,Nov-Feb,52,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 4,"local, spiritual",2342,51.0,5.0,47,3.0,Yes,Local cuisine popular in Tezpur City,Oct-Mar,42,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 5,"forest, local, scenic",2114,95.0,4.4,27,2.0,Yes,Local cuisine popular in Tezpur City,Oct-Mar,61,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 6,"local, riverfront, wildlife",1343,96.0,4.4,41,3.0,Yes,Local cuisine popular in Tezpur City,Oct-Mar,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 7,"forest, local, scenic",2548,85.0,4.2,38,1.0,Yes,Local cuisine popular in Tezpur City,Oct-Mar,81,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 8,"local, riverfront, scenic",3782,96.0,4.6,29,1.0,Yes,Local cuisine popular in Tezpur City,Year-round,64,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 9,"heritage, local, spiritual",1840,71.0,3.9,68,2.0,No,Local cuisine popular in Tezpur City,Year-round,42,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 10,"forest, local, nature",1990,84.0,3.8,77,1.0,Yes,Local cuisine popular in Tezpur City,Year-round,81,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 11,"cultural, local",2599,57.0,4.1,55,2.0,Yes,Local cuisine popular in Tezpur City,Nov-Feb,69,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 12,"local, scenic",2338,91.0,3.9,60,1.0,No,Local cuisine popular in Tezpur City,Nov-Feb,65,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 13,"local, spiritual",2231,50.0,4.3,29,1.0,Yes,Local cuisine popular in Tezpur City,Year-round,65,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 14,"forest, local, scenic",2483,56.0,4.3,68,1.0,Yes,Local cuisine popular in Tezpur City,Nov-Feb,81,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 15,"local, nature",1927,82.0,4.6,40,1.0,Yes,Local cuisine popular in Tezpur City,Nov-Feb,68,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 16,"local, riverfront, spiritual",2999,81.0,3.9,6,3.0,Yes,Local cuisine popular in Tezpur City,Year-round,59,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 17,"heritage, local, wildlife",2334,68.0,4.0,68,2.0,Yes,Local cuisine popular in Tezpur City,Oct-Mar,48,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tezpur City,Tezpur Local Spot 18,"cultural, forest, local",3902,78.0,4.3,59,3.0,No,Local cuisine popular in Tezpur City,Nov-Feb,85,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 4,"local, wildlife",3427,98.0,4.6,31,2.0,No,Local cuisine popular in Jorhat City,Nov-Feb,61,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 5,"cultural, local",2954,85.0,4.4,78,2.0,Yes,Local cuisine popular in Jorhat City,Year-round,67,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 6,"local, riverfront, scenic",1500,59.0,4.7,71,1.0,Yes,Local cuisine popular in Jorhat City,Year-round,66,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 7,"cultural, heritage, local",2827,70.0,4.2,28,3.0,Yes,Local cuisine popular in Jorhat City,Nov-Feb,57,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 8,"cultural, heritage, local",2958,96.0,4.1,12,1.0,Yes,Local cuisine popular in Jorhat City,Nov-Feb,53,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 9,"cultural, local, riverfront",2170,82.0,3.9,15,1.0,Yes,Local cuisine popular in Jorhat City,Year-round,80,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 10,"forest, local, scenic",1252,92.0,4.3,28,3.0,Yes,Local cuisine popular in Jorhat City,Year-round,49,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 11,"local, riverfront, spiritual",2692,71.0,4.3,51,3.0,Yes,Local cuisine popular in Jorhat City,Nov-Feb,77,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 12,"forest, local, nature",937,75.0,4.1,16,2.0,Yes,Local cuisine popular in Jorhat City,Nov-Feb,59,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 13,"cultural, local",3518,86.0,3.9,61,3.0,Yes,Local cuisine popular in Jorhat City,Oct-Mar,68,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 14,"local, nature",3985,88.0,4.6,61,3.0,No,Local cuisine popular in Jorhat City,Oct-Mar,52,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 15,"cultural, local",2913,83.0,4.2,56,3.0,Yes,Local cuisine popular in Jorhat City,Oct-Mar,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 16,"heritage, local, nature",2068,76.0,4.6,78,2.0,Yes,Local cuisine popular in Jorhat City,Year-round,77,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 17,"local, wildlife",925,51.0,4.6,59,1.0,Yes,Local cuisine popular in Jorhat City,Nov-Feb,67,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Jorhat City,Jorhat Local Spot 18,"local, wildlife",3443,74.0,3.9,37,1.0,No,Local cuisine popular in Jorhat City,Nov-Feb,49,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 4,"heritage, local, scenic",2845,75.0,4.5,33,3.0,Yes,Local cuisine popular in Sivasagar City,Year-round,80,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 5,"forest, local, scenic",1859,52.0,3.9,9,1.0,Yes,Local cuisine popular in Sivasagar City,Nov-Feb,74,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 6,"local, riverfront, spiritual",3132,74.0,4.5,63,2.0,No,Local cuisine popular in Sivasagar City,Nov-Feb,52,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 7,"heritage, local, spiritual",1023,57.0,4.9,49,2.0,Yes,Local cuisine popular in Sivasagar City,Year-round,81,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 8,"forest, local, nature",1600,97.0,4.5,66,3.0,No,Local cuisine popular in Sivasagar City,Nov-Feb,54,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 9,"forest, local, spiritual",3692,58.0,5.0,22,3.0,Yes,Local cuisine popular in Sivasagar City,Oct-Mar,53,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 10,"local, nature, riverfront",1263,58.0,3.8,5,3.0,No,Local cuisine popular in Sivasagar City,Nov-Feb,62,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 11,"forest, local, wildlife",1717,90.0,4.3,52,2.0,Yes,Local cuisine popular in Sivasagar City,Year-round,65,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 12,"local, riverfront, wildlife",2232,76.0,4.4,49,1.0,No,Local cuisine popular in Sivasagar City,Nov-Feb,70,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 13,"heritage, local, scenic",2230,79.0,4.4,50,3.0,Yes,Local cuisine popular in Sivasagar City,Nov-Feb,78,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 14,"forest, local, wildlife",2522,90.0,4.5,47,2.0,No,Local cuisine popular in Sivasagar City,Oct-Mar,80,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 15,"heritage, local, nature",3419,74.0,3.9,19,2.0,Yes,Local cuisine popular in Sivasagar City,Year-round,45,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 16,"heritage, local, spiritual",2688,82.0,4.2,68,1.0,Yes,Local cuisine popular in Sivasagar City,Oct-Mar,49,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 17,"forest, local, scenic",1846,87.0,3.9,80,3.0,Yes,Local cuisine popular in Sivasagar City,Year-round,40,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Sivasagar City,Sivasagar Local Spot 18,"forest, local, nature",1182,55.0,4.0,13,3.0,Yes,Local cuisine popular in Sivasagar City,Year-round,63,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 4,"local, riverfront, wildlife",1331,92.0,4.3,54,3.0,Yes,Local cuisine popular in Dibrugarh City,Oct-Mar,66,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 5,"heritage, local, scenic",1284,63.0,4.0,40,1.0,Yes,Local cuisine popular in Dibrugarh City,Oct-Mar,44,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 6,"forest, local, scenic",2167,93.0,4.9,7,1.0,Yes,Local cuisine popular in Dibrugarh City,Year-round,82,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 7,"local, scenic",1504,87.0,4.2,10,1.0,Yes,Local cuisine popular in Dibrugarh City,Year-round,61,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 8,"forest, local, scenic",3832,78.0,3.9,65,3.0,No,Local cuisine popular in Dibrugarh City,Nov-Feb,69,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 9,"cultural, heritage, local",2100,91.0,4.1,24,1.0,Yes,Local cuisine popular in Dibrugarh City,Year-round,54,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 10,"local, riverfront, scenic",2943,58.0,4.1,29,3.0,Yes,Local cuisine popular in Dibrugarh City,Oct-Mar,62,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 11,"forest, local, spiritual",2427,62.0,5.0,51,2.0,Yes,Local cuisine popular in Dibrugarh City,Oct-Mar,67,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 12,"local, riverfront, scenic",2750,83.0,4.0,52,1.0,No,Local cuisine popular in Dibrugarh City,Year-round,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 13,"forest, local, spiritual",3221,93.0,3.9,57,2.0,Yes,Local cuisine popular in Dibrugarh City,Nov-Feb,64,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 14,"forest, local, spiritual",2732,52.0,4.3,5,1.0,No,Local cuisine popular in Dibrugarh City,Oct-Mar,81,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 15,"cultural, local",2052,68.0,3.9,15,1.0,Yes,Local cuisine popular in Dibrugarh City,Year-round,52,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 16,"cultural, heritage, local",2083,99.0,4.4,7,3.0,Yes,Local cuisine popular in Dibrugarh City,Oct-Mar,43,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 17,"local, riverfront, spiritual",3021,70.0,4.0,64,2.0,No,Local cuisine popular in Dibrugarh City,Year-round,59,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Dibrugarh City,Dibrugarh Local Spot 18,"forest, local, nature",2281,67.0,4.0,70,1.0,Yes,Local cuisine popular in Dibrugarh City,Nov-Feb,74,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 4,"local, scenic",1663,79.0,4.8,56,2.0,Yes,Local cuisine popular in Tinsukia City,Oct-Mar,64,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 5,"cultural, forest, local",2738,91.0,4.8,67,2.0,Yes,Local cuisine popular in Tinsukia City,Oct-Mar,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 6,"cultural, local",1535,84.0,4.2,47,3.0,Yes,Local cuisine popular in Tinsukia City,Year-round,66,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 7,"local, riverfront, spiritual",2297,81.0,4.4,19,3.0,Yes,Local cuisine popular in Tinsukia City,Nov-Feb,73,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 8,"heritage, local, wildlife",1966,98.0,4.1,74,3.0,No,Local cuisine popular in Tinsukia City,Oct-Mar,69,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 9,"heritage, local, spiritual",2402,73.0,4.6,60,3.0,Yes,Local cuisine popular in Tinsukia City,Nov-Feb,49,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 10,"local, spiritual",1615,73.0,4.5,5,2.0,No,Local cuisine popular in Tinsukia City,Nov-Feb,72,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 11,"local, wildlife",1339,95.0,4.7,10,2.0,Yes,Local cuisine popular in Tinsukia City,Oct-Mar,70,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 12,"heritage, local, scenic",3775,90.0,4.6,9,1.0,Yes,Local cuisine popular in Tinsukia City,Year-round,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 13,"local, nature",1114,51.0,3.8,38,3.0,Yes,Local cuisine popular in Tinsukia City,Oct-Mar,79,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 14,"local, nature, riverfront",2165,79.0,4.4,18,3.0,Yes,Local cuisine popular in Tinsukia City,Nov-Feb,75,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 15,"local, scenic",1438,62.0,4.8,41,2.0,No,Local cuisine popular in Tinsukia City,Oct-Mar,43,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 16,"local, nature",3985,73.0,4.2,62,3.0,No,Local cuisine popular in Tinsukia City,Oct-Mar,47,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 17,"heritage, local, spiritual",2248,83.0,4.0,38,3.0,Yes,Local cuisine popular in Tinsukia City,Oct-Mar,80,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Tinsukia City,Tinsukia Local Spot 18,"cultural, local",1029,67.0,3.9,9,2.0,Yes,Local cuisine popular in Tinsukia City,Oct-Mar,58,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Barpeta City,Barpeta Local Spot 4,"local, nature, riverfront",3836,60.0,4.4,70,1.0,Yes,Local cuisine popular in Barpeta City,Oct-Mar,40,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Barpeta City,Barpeta Local Spot 5,"heritage, local, spiritual",1649,59.0,4.5,50,1.0,Yes,Local cuisine popular in Barpeta City,Year-round,72,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Barpeta City,Barpeta Local Spot 6,"local, nature, riverfront",2983,80.0,4.1,59,3.0,Yes,Local cuisine popular in Barpeta City,Nov-Feb,79,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Barpeta City,Barpeta Local Spot 7,"cultural, heritage, local",2800,78.0,4.7,43,3.0,Yes,Local cuisine popular in Barpeta City,Nov-Feb,52,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
Assam,Barpeta City,Barpeta Local Spot 8,"heritage, local, wildlife",3439,51.0,4.3,10,2.0,Yes,Local cuisine popular in Barpeta City,Nov-Feb,77,"Sightseeing, Photography, Nature Walk",Representative local/offbeat Assam spot
